Number of Blocks,ErrorUB,ErrorLB
3.880000000000000000e+02,4.689091324385659813e-14,9.500542378437239547e-17
3.890000000000000000e+02,4.335454075188002996e-14,8.648403038047803374e-17
3.900000000000000000e+02,4.008487090092414890e-14,7.872695276668838771e-17
3.910000000000000000e+02,3.706178977513639318e-14,7.166563658817866564e-17
3.920000000000000000e+02,3.426670039006491180e-14,6.523767638777581469e-17
3.930000000000000000e+02,3.168240829022817401e-14,5.938626408822211321e-17
3.940000000000000000e+02,2.929301577457243861e-14,5.405968694214436879e-17
3.950000000000000000e+02,2.708382409912983833e-14,4.921087051276953526e-17
3.960000000000000000e+02,2.504124305525896811e-14,4.479696264642345584e-17
3.970000000000000000e+02,2.315270736722522709e-14,4.077895476009342460e-17
3.980000000000000000e+02,2.140659939482471955e-14,3.712133709713741242e-17
3.990000000000000000e+02,1.979217766554574828e-14,3.379178490439913207e-17
4.000000000000000000e+02,1.829951079662058110e-14,3.076087275728118151e-17
4.010000000000000000e+02,1.691941640047921700e-14,2.800181450807154600e-17
4.020000000000000000e+02,1.564340459777049222e-14,2.549022655928535636e-17
4.030000000000000000e+02,1.446362579046259225e-14,2.320391236990766420e-17
4.040000000000000000e+02,1.337282237374018578e-14,2.112266629008122988e-17
4.050000000000000000e+02,1.236428408964567590e-14,1.922809499059974655e-17
4.060000000000000000e+02,1.143180674781580318e-14,1.750345490905839358e-17
4.070000000000000000e+02,1.056965405937644031e-14,1.593350427607214782e-17
4.080000000000000000e+02,9.772522349211190428e-15,1.450436841381648272e-17
4.090000000000000000e+02,9.035507929524963293e-15,1.320341711644990690e-17
4.100000000000000000e+02,8.354076933996353586e-15,1.201915302874537319e-17
4.110000000000000000e+02,7.724037426947298854e-15,1.094111003646320256e-17
4.120000000000000000e+02,7.141513615956397308e-15,9.959760770471758872e-18
4.130000000000000000e+02,6.602922009279764520e-15,9.066432407172373860e-18
4.140000000000000000e+02,6.104949371407503818e-15,8.253230021099326089e-18
4.150000000000000000e+02,5.644532341146643059e-15,7.512966812314163293e-18
4.160000000000000000e+02,5.218838586847297349e-15,6.839100591966203033e-18
4.170000000000000000e+02,4.825249382844932366e-15,6.225675964702582975e-18
4.180000000000000000e+02,4.461343499935846079e-15,5.667271696954629422e-18
4.190000000000000000e+02,4.124882310784279658e-15,5.158952805960427139e-18
4.200000000000000000e+02,3.813796018635554322e-15,4.696226946103343169e-18
4.210000000000000000e+02,3.526170924618453319e-15,4.275004707123143723e-18
4.220000000000000000e+02,3.260237655309339112e-15,3.891563473330277053e-18
4.230000000000000000e+02,3.014360278138567802e-15,3.542514524422502762e-18
4.240000000000000000e+02,2.787026237680052508e-15,3.224773087153346319e-18
4.250000000000000000e+02,2.576837050916017807e-15,2.935531073178510642e-18
4.260000000000000000e+02,2.382499704237044118e-15,2.672232262147648253e-18
4.270000000000000000e+02,2.202818699254491345e-15,2.432549710717522925e-18
4.280000000000000000e+02,2.036688698494138888e-15,2.214365187835981068e-18
4.290000000000000000e+02,1.883087725729600503e-15,2.015750454552272243e-18
4.300000000000000000e+02,1.741070879126135534e-15,1.834950222911780967e-18
4.310000000000000000e+02,1.609764518520554211e-15,1.670366643331274987e-18
4.320000000000000000e+02,1.488360891078907338e-15,1.520545183359958504e-18
4.330000000000000000e+02,1.376113162271130362e-15,1.384161773027365309e-18
4.340000000000000000e+02,1.272330821594711862e-15,1.260011103173310945e-18
4.350000000000000000e+02,1.176375434784855179e-15,1.146995973344690621e-18
4.360000000000000000e+02,1.087656716380389248e-15,1.044117595119293170e-18
4.370000000000000000e+02,1.005628898484883901e-15,9.504667651610724053e-19
4.380000000000000000e+02,9.297873733850346336e-16,8.652158299971301775e-19
4.390000000000000000e+02,8.596655893727213059e-16,7.876113715041533509e-19
4.400000000000000000e+02,7.948321806748285388e-16,7.169675484609506790e-19
4.410000000000000000e+02,7.348883138352421440e-16,6.526600353222535030e-19
4.420000000000000000e+02,6.794652342247726276e-16,5.941205046465811950e-19
4.430000000000000000e+02,6.282219975859166315e-16,5.408316044159588989e-19
4.440000000000000000e+02,5.808433726578047923e-16,4.923223858586301357e-19
4.450000000000000000e+02,5.370379019788352256e-16,4.481641413675924180e-19
4.460000000000000000e+02,4.965361089378206708e-16,4.079666157317983479e-19
4.470000000000000000e+02,4.590888400439744034e-16,3.713745571963187484e-19
4.480000000000000000e+02,4.244657322179028492e-16,3.380645778708282733e-19
4.490000000000000000e+02,3.924537956749804067e-16,3.077422957398930402e-19
4.500000000000000000e+02,3.628561036833754752e-16,2.801397330170644359e-19
4.510000000000000000e+02,3.354905811366406863e-16,2.550129478503736640e-19
4.520000000000000000e+02,3.101888844885329317e-16,2.321398784490756536e-19
4.530000000000000000e+02,2.867953661597804850e-16,2.113183805787384675e-19
4.540000000000000000e+02,2.651661170462175625e-16,1.923644410807981642e-19
4.550000000000000000e+02,2.451680812380901216e-16,1.751105516282322150e-19
4.560000000000000000e+02,2.266782375045670010e-16,1.594042283452191082e-19
4.570000000000000000e+02,2.095828425082694579e-16,1.451066642076518619e-19
4.580000000000000000e+02,1.937767310942723611e-16,1.320915023149315262e-19
4.590000000000000000e+02,1.791626693492340269e-16,1.202437191916051724e-19
4.600000000000000000e+02,1.656507564508707600e-16,1.094586082498913070e-19
4.610000000000000000e+02,1.531578716281446131e-16,9.964085442925616968e-20
4.620000000000000000e+02,1.416071628300720153e-16,9.070369183505629111e-20
4.630000000000000000e+02,1.309275739576010560e-16,8.256813693172397466e-20
4.640000000000000000e+02,1.210534077502374201e-16,7.516229051374793918e-20
4.650000000000000000e+02,1.119239216384686229e-16,6.842070228548935184e-20
4.660000000000000000e+02,1.034829540757764850e-16,6.228379243422993863e-20
4.670000000000000000e+02,9.567857905158111059e-17,5.669732508450124359e-20
4.680000000000000000e+02,8.846278665978478259e-17,5.161192898027381203e-20
4.690000000000000000e+02,8.179118775787482315e-17,4.698266115896567128e-20
4.700000000000000000e+02,7.562274089976372549e-17,4.276860976116253355e-20
4.710000000000000000e+02,6.991949986252882302e-17,3.893253246583209775e-20
4.720000000000000000e+02,6.464638021393651252e-17,3.544052735563736267e-20
4.730000000000000000e+02,5.977094348474538318e-17,3.226173330358113428e-20
4.740000000000000000e+02,5.526319761808487320e-17,2.936805723309391608e-20
4.750000000000000000e+02,5.109541246834963798e-17,2.673392584119304925e-20
4.760000000000000000e+02,4.724194921461499310e-17,2.433605959052098097e-20
4.770000000000000000e+02,4.367910263917931811e-17,2.215326697289000230e-20
4.780000000000000000e+02,4.038495530099230434e-17,2.016625722609965088e-20
4.790000000000000000e+02,3.733924270688245255e-17,1.835746984888911742e-20
4.800000000000000000e+02,3.452322865117067609e-17,1.671091940733164148e-20
4.810000000000000000e+02,3.191958995679725857e-17,1.521205426112858927e-20
4.820000000000000000e+02,2.951230990892607729e-17,1.384762796127161391e-20
4.830000000000000000e+02,2.728657972547133423e-17,1.260558218253183906e-20
4.840000000000000000e+02,2.522870745841924091e-17,1.147494015617484894e-20
4.850000000000000000e+02,2.332603376554185159e-17,1.044570966109446761e-20
4.860000000000000000e+02,2.156685403435624185e-17,9.508794716037600529e-21
4.870000000000000000e+02,1.994034637926039625e-17,8.655915192483946120e-21
4.880000000000000000e+02,1.843650506891136148e-17,7.879533637749706721e-21
4.890000000000000000e+02,1.704607897431138249e-17,7.172788661600998199e-21
4.900000000000000000e+02,1.576051465895407194e-17,6.529434297673149277e-21
4.910000000000000000e+02,1.457190376094349867e-17,5.943784803791244227e-21
4.920000000000000000e+02,1.347293434339478409e-17,5.410664413358102362e-21
4.930000000000000000e+02,1.245684591384320242e-17,4.925361593728347186e-21
4.940000000000000000e+02,1.151738783595482914e-17,4.483587407321400176e-21
4.950000000000000000e+02,1.064878087770091395e-17,4.081437607482108318e-21
4.960000000000000000e+02,9.845681659454763291e-18,3.715358134106553652e-21
4.970000000000000000e+02,9.103149783306792585e-18,3.382113704094481000e-21
4.980000000000000000e+02,8.416617441387696646e-18,3.078759219042100464e-21
4.990000000000000000e+02,7.781861316242022456e-18,2.802613737486573544e-21
5.000000000000000000e+02,7.194976600390618060e-18,2.551236781677338397e-21
5.010000000000000000e+02,6.652352975260620939e-18,2.322406769482471713e-21
5.020000000000000000e+02,6.150652401712690589e-18,2.114101380818094543e-21
5.030000000000000000e+02,5.686788585539797799e-18,1.924479685086768240e-21
5.040000000000000000e+02,5.257907991617408701e-18,1.751865871672837187e-21
5.050000000000000000e+02,4.861372289909042752e-18,1.594734439711001291e-21
5.060000000000000000e+02,4.494742125342039087e-18,1.451696716239977104e-21
5.070000000000000000e+02,4.155762111710725998e-18,1.321488583593802984e-21
5.080000000000000000e+02,3.842346957294277008e-18,1.202959307569350542e-21
5.090000000000000000e+02,3.552568636839275290e-18,1.095061367637627848e-21
5.100000000000000000e+02,3.284644530992978398e-18,9.968411993214926382e-22
5.110000000000000000e+02,3.036926460224817104e-18,9.074307669244215606e-22
5.120000000000000000e+02,2.807890545777119078e-18,8.260398921327813119e-22
5.130000000000000000e+02,2.596127835272268847e-18,7.519492706946844787e-22
5.140000000000000000e+02,2.400335635308776905e-18,6.845041154590903946e-22
5.150000000000000000e+02,2.219309497727018050e-18,6.231083695946199208e-22
5.160000000000000000e+02,2.051935810246688333e-18,5.672194388465630263e-22
5.170000000000000000e+02,1.897184945896473447e-18,5.163433962774772114e-22
5.180000000000000000e+02,1.754104929093024947e-18,4.700306171126865319e-22
5.190000000000000000e+02,1.621815579405469775e-18,4.278718051128258502e-22
5.200000000000000000e+02,1.499503096979682997e-18,3.894943753560176446e-22
5.210000000000000000e+02,1.386415056313570838e-18,3.545591614618538494e-22
5.220000000000000000e+02,1.281855777586961133e-18,3.227574181568771367e-22
5.230000000000000000e+02,1.185182047071945341e-18,2.938080926911830235e-22
5.240000000000000000e+02,1.095799160296989963e-18,2.674553409919576062e-22
5.250000000000000000e+02,1.013157263623910369e-18,2.434662666025006965e-22
5.260000000000000000e+02,9.367479717320510151e-19,2.216288624243357235e-22
5.270000000000000000e+02,8.661012402017745203e-19,2.017501370721732044e-22
5.280000000000000000e+02,8.007824739583490140e-19,1.836544092831638725e-22
5.290000000000000000e+02,7.403898537882910566e-19,1.671817553069695394e-22
5.300000000000000000e+02,6.845518644819430603e-19,1.521865955552730303e-22
5.310000000000000000e+02,6.329250093960640257e-19,1.385364080199896731e-22
5.320000000000000000e+02,5.851916973773309462e-19,1.261105570898352615e-22
5.330000000000000000e+02,5.410582890477476776e-19,1.147992274147450823e-22
5.340000000000000000e+02,5.002532904333314255e-19,1.045024533959854127e-22
5.350000000000000000e+02,4.625256828239605606e-19,9.512923572495654924e-23
5.360000000000000000e+02,4.276433785901960184e-19,8.659673716293761145e-23
5.370000000000000000e+02,3.953917934577504842e-19,7.882955045437875828e-23
5.380000000000000000e+02,3.655725264567947422e-19,7.175903190379053441e-23
5.390000000000000000e+02,3.380021394254970229e-19,6.532269472663512011e-23
5.400000000000000000e+02,3.125110285597854905e-19,5.946365681284690275e-23
5.410000000000000000e+02,2.889423810674513117e-19,5.413013802252552183e-23
5.420000000000000000e+02,2.671512105082603699e-19,4.927500257105970294e-23
5.430000000000000000e+02,2.470034648858509031e-19,4.485534245945516859e-23
5.440000000000000000e+02,2.283752020046704410e-19,4.083209826835565191e-23
5.450000000000000000e+02,2.111518270190114762e-19,3.716971396447796750e-23
5.460000000000000000e+02,1.952273874838436191e-19,3.383582266875153167e-23
5.470000000000000000e+02,1.805039215707812946e-19,3.080096060909440327e-23
5.480000000000000000e+02,1.668908554396697179e-19,2.803830672984185987e-23
5.490000000000000000e+02,1.543044460586030247e-19,2.552344565658024482e-23
5.500000000000000000e+02,1.426672660447792919e-19,2.323415192155877049e-23
5.510000000000000000e+02,1.319077273571351971e-19,2.115019354273179486e-23
5.520000000000000000e+02,1.219596409106419806e-19,1.925315322053750107e-23
5.530000000000000000e+02,1.127618094031854888e-19,1.752626557220680637e-23
5.540000000000000000e+02,1.042576508502241009e-19,1.595426896514088847e-23
5.550000000000000000e+02,9.639485051133075464e-20,1.452327063990768024e-23
5.560000000000000000e+02,8.912503906740157859e-20,1.322062393086546956e-23
5.570000000000000000e+02,8.240349506877673964e-20,1.203481649932832131e-23
5.580000000000000000e+02,7.618886982382821898e-20,1.095536859152037482e-23
5.590000000000000000e+02,7.044293303563700502e-20,9.972740422155064771e-24
5.600000000000000000e+02,6.513033762198293468e-20,9.078247865130319037e-24
5.610000000000000000e+02,6.021840227191351339e-20,8.263985706241249074e-24
5.620000000000000000e+02,5.567691040124568944e-20,7.522757779645491560e-24
5.630000000000000000e+02,5.147792427023844027e-20,6.848013370652011949e-24
5.640000000000000000e+02,4.759561311996099494e-20,6.233789322781879445e-24
5.650000000000000000e+02,4.400609427009654134e-20,5.674657337465114313e-24
5.660000000000000000e+02,4.068728620067826305e-20,5.165676000624951665e-24
5.670000000000000000e+02,3.761877271396126755e-20,4.702347112178706539e-24
5.680000000000000000e+02,3.478167734079757579e-20,4.280575932509145149e-24
5.690000000000000000e+02,3.215854721890937441e-20,3.896634994579768954e-24
5.700000000000000000e+02,2.973324572871552218e-20,3.547131161876926288e-24
5.710000000000000000e+02,2.749085322624085791e-20,3.228975641049324194e-24
5.720000000000000000e+02,2.541757526245591730e-20,2.939356684226151971e-24
5.730000000000000000e+02,2.350065772443663341e-20,2.675714739767231294e-24
5.740000000000000000e+02,2.172830837632606878e-20,2.435719831835396359e-24
5.750000000000000000e+02,2.008962431744207358e-20,2.217250968880336939e-24
5.760000000000000000e+02,1.857452491127620026e-20,2.018377399052598481e-24
5.770000000000000000e+02,1.717368977278847810e-20,1.837341546890172231e-24
5.780000000000000000e+02,1.587850143251483669e-20,1.672543480477617894e-24
5.790000000000000000e+02,1.468099232477496541e-20,1.522526771804055875e-24
5.800000000000000000e+02,1.357379577387279166e-20,1.385965625358890024e-24
5.810000000000000000e+02,1.255010067676954755e-20,1.261653161211971461e-24
5.820000000000000000e+02,1.160360960345523015e-20,1.148490749028490854e-24
5.830000000000000000e+02,1.072850005726466663e-20,1.045478298755994961e-24
5.840000000000000000e+02,9.919388656823938164e-21,9.517054221763016904e-25
5.850000000000000000e+02,9.171298019288510854e-21,8.663433872109078513e-25
5.860000000000000000e+02,8.479626141147410039e-21,7.886377938750845838e-25
5.870000000000000000e+02,7.840118088236344185e-21,7.179019071530636801e-25
5.880000000000000000e+02,7.248839820805325850e-21,6.535105878727938942e-25
5.890000000000000000e+02,6.702153992620955105e-21,5.948947679432543905e-25
5.900000000000000000e+02,6.196697575228572968e-21,5.415364211285706336e-25
5.910000000000000000e+02,5.729361169725607890e-21,4.929639849122223327e-25
5.920000000000000000e+02,5.297269878778704769e-21,4.487481929915174767e-25
5.930000000000000000e+02,4.897765621216765016e-21,4.084982815712345097e-25
5.940000000000000000e+02,4.528390780403913474e-21,3.718585359290926515e-25
5.950000000000000000e+02,4.186873085803680998e-21,3.385051467327066095e-25
5.960000000000000000e+02,3.871111634730376734e-21,3.081433483252891112e-25
5.970000000000000000e+02,3.579163968297902415e-21,2.805048136892826266e-25
5.980000000000000000e+02,3.309234122062285944e-21,2.553452830654567272e-25
5.990000000000000000e+02,3.059661577848636164e-21,2.324424052701020428e-25
6.000000000000000000e+02,2.828911048798541002e-21,2.115937726325640778e-25
